,date,close,open,high,low,volume,keyword
1797,2016-01-04,27650.0,28350.0,28750.0,27650.0,426583.0,현대건설
1796,2016-01-05,28100.0,27400.0,28200.0,27400.0,439012.0,현대건설
1795,2016-01-06,27350.0,28050.0,28350.0,27150.0,659779.0,현대건설
1794,2016-01-07,27650.0,27450.0,28100.0,27250.0,643200.0,현대건설
1790,2016-01-08,28100.0,27350.0,28200.0,27000.0,623087.0,현대건설
1789,2016-01-11,28800.0,27700.0,29450.0,27650.0,788786.0,현대건설
1788,2016-01-12,28950.0,29150.0,29350.0,28450.0,681261.0,현대건설
1787,2016-01-13,31950.0,29300.0,32350.0,29050.0,3051710.0,현대건설
1786,2016-01-14,32000.0,31400.0,32200.0,31150.0,1174341.0,현대건설
1783,2016-01-15,30900.0,32800.0,33150.0,30850.0,1179749.0,현대건설
1782,2016-01-18,31600.0,32450.0,33300.0,30950.0,1882211.0,현대건설
1781,2016-01-19,30900.0,31700.0,31700.0,30550.0,640492.0,현대건설
1780,2016-01-20,29250.0,31100.0,31250.0,28450.0,1078268.0,현대건설
1779,2016-01-21,29700.0,29000.0,30450.0,28750.0,870135.0,현대건설
1775,2016-01-22,31250.0,30300.0,31300.0,30250.0,1081105.0,현대건설
1774,2016-01-25,32550.0,31900.0,32950.0,31300.0,1240160.0,현대건설
1773,2016-01-26,32500.0,32000.0,32900.0,31850.0,616228.0,현대건설
1772,2016-01-27,34750.0,33300.0,35400.0,33150.0,2441402.0,현대건설
1771,2016-01-28,36350.0,35000.0,36650.0,34300.0,2303909.0,현대건설
1768,2016-01-29,36700.0,36400.0,37000.0,35850.0,1442423.0,현대건설
1767,2016-02-01,36900.0,36700.0,37350.0,36450.0,773662.0,현대건설
1766,2016-02-02,37100.0,36800.0,37500.0,36200.0,951235.0,현대건설
1765,2016-02-03,36000.0,36500.0,36750.0,35450.0,935395.0,현대건설
1764,2016-02-04,37500.0,36500.0,37600.0,36300.0,1101166.0,현대건설
1760,2016-02-05,37650.0,37250.0,37900.0,37100.0,503420.0,현대건설
1759,2016-02-11,35800.0,36100.0,36650.0,35650.0,886244.0,현대건설
1758,2016-02-12,36000.0,35250.0,36200.0,35000.0,956833.0,현대건설
1757,2016-02-15,37700.0,36950.0,37850.0,36450.0,970641.0,현대건설
1756,2016-02-16,38100.0,37750.0,38150.0,36550.0,828477.0,현대건설
1753,2016-02-17,37650.0,37850.0,38400.0,36900.0,711295.0,현대건설
1752,2016-02-18,40000.0,38700.0,40000.0,38300.0,1481128.0,현대건설
1751,2016-02-19,40050.0,39800.0,40400.0,39250.0,742223.0,현대건설
1750,2016-02-22,39250.0,39550.0,39950.0,38750.0,704320.0,현대건설
1749,2016-02-23,39150.0,39500.0,39600.0,38800.0,702771.0,현대건설
1745,2016-02-24,38250.0,38750.0,38750.0,37500.0,983312.0,현대건설
1744,2016-02-25,37850.0,38150.0,38750.0,37450.0,1149222.0,현대건설
1743,2016-02-26,38000.0,38350.0,38350.0,37600.0,435398.0,현대건설
1742,2016-02-29,38000.0,38000.0,38150.0,37650.0,570145.0,현대건설
1741,2016-03-02,39400.0,38600.0,39800.0,38600.0,982725.0,현대건설
1738,2016-03-03,40900.0,39650.0,40900.0,39450.0,1281293.0,현대건설
1737,2016-03-04,40150.0,40700.0,40950.0,39750.0,681046.0,현대건설
1736,2016-03-07,40600.0,41300.0,41750.0,40300.0,811673.0,현대건설
1735,2016-03-08,40600.0,40800.0,41200.0,39700.0,689535.0,현대건설
1734,2016-03-09,40450.0,40100.0,40850.0,39850.0,469283.0,현대건설
1730,2016-03-10,40850.0,40450.0,41200.0,40200.0,721153.0,현대건설
1729,2016-03-11,40050.0,40900.0,41150.0,39600.0,648377.0,현대건설
1728,2016-03-14,39850.0,40450.0,40600.0,39500.0,294880.0,현대건설
1727,2016-03-15,39850.0,39400.0,40250.0,39400.0,248725.0,현대건설
1726,2016-03-16,36300.0,39650.0,39650.0,36250.0,2467009.0,현대건설
1723,2016-03-17,37650.0,36650.0,38600.0,36600.0,1574188.0,현대건설
1722,2016-03-18,38450.0,38050.0,38650.0,38050.0,731672.0,현대건설
1721,2016-03-21,38200.0,38500.0,38550.0,37450.0,520082.0,현대건설
1720,2016-03-22,39800.0,38500.0,39900.0,37350.0,806399.0,현대건설
1719,2016-03-23,39750.0,39850.0,40200.0,39300.0,498509.0,현대건설
1715,2016-03-24,40000.0,39600.0,40250.0,39350.0,505375.0,현대건설
1714,2016-03-25,40300.0,40300.0,40800.0,39800.0,590127.0,현대건설
1713,2016-03-28,40900.0,40300.0,40900.0,39550.0,494828.0,현대건설
1712,2016-03-29,40750.0,40900.0,41000.0,40000.0,521294.0,현대건설
1711,2016-03-30,42100.0,41150.0,42250.0,40950.0,1011630.0,현대건설
1708,2016-03-31,42150.0,42150.0,42150.0,41300.0,679596.0,현대건설
1707,2016-04-01,40250.0,42350.0,42350.0,39900.0,837056.0,현대건설
1706,2016-04-04,39500.0,40000.0,40200.0,39250.0,459661.0,현대건설
1705,2016-04-05,39550.0,39200.0,40200.0,39200.0,318786.0,현대건설
1704,2016-04-06,40400.0,39400.0,40950.0,39150.0,528287.0,현대건설
1700,2016-04-07,39550.0,40200.0,40900.0,39200.0,586452.0,현대건설
1699,2016-04-08,40000.0,39200.0,40100.0,39000.0,343760.0,현대건설
1698,2016-04-11,39700.0,39900.0,40050.0,39400.0,306767.0,현대건설
1697,2016-04-12,41200.0,39350.0,41200.0,39350.0,725374.0,현대건설
1696,2016-04-14,41200.0,41850.0,41850.0,40650.0,847190.0,현대건설
1693,2016-04-15,40100.0,41500.0,41500.0,39800.0,662016.0,현대건설
1692,2016-04-18,39400.0,39700.0,39700.0,38250.0,880704.0,현대건설
1691,2016-04-19,40400.0,40050.0,41200.0,40000.0,972129.0,현대건설
1690,2016-04-20,39550.0,40900.0,41150.0,39450.0,620036.0,현대건설
1689,2016-04-21,40050.0,40000.0,40100.0,39150.0,432906.0,현대건설
1685,2016-04-22,39450.0,39750.0,39950.0,39200.0,422277.0,현대건설
1684,2016-04-25,40400.0,41000.0,41150.0,39800.0,792669.0,현대건설
1683,2016-04-26,40100.0,40100.0,40350.0,39700.0,399038.0,현대건설
1682,2016-04-27,39000.0,40250.0,40750.0,38600.0,957086.0,현대건설
1681,2016-04-28,39850.0,39300.0,40200.0,39100.0,784869.0,현대건설
1678,2016-04-29,40200.0,39650.0,40250.0,38800.0,663273.0,현대건설
1677,2016-05-02,38900.0,40400.0,40450.0,38900.0,791510.0,현대건설
1676,2016-05-03,38700.0,39650.0,40000.0,38600.0,871018.0,현대건설
1675,2016-05-04,36600.0,38300.0,38400.0,36250.0,1742491.0,현대건설
1674,2016-05-09,35350.0,36150.0,36450.0,35300.0,881716.0,현대건설
1670,2016-05-10,36150.0,35100.0,36150.0,35100.0,516096.0,현대건설
1669,2016-05-11,35500.0,35900.0,36100.0,35300.0,520474.0,현대건설
1668,2016-05-12,35700.0,35200.0,36250.0,35100.0,408755.0,현대건설
1667,2016-05-13,35400.0,35550.0,35950.0,35200.0,374411.0,현대건설
1666,2016-05-16,35400.0,35050.0,35550.0,34500.0,519412.0,현대건설
1663,2016-05-17,35250.0,35500.0,35700.0,35000.0,343747.0,현대건설
1662,2016-05-18,34600.0,34900.0,35200.0,34450.0,573844.0,현대건설
1661,2016-05-19,32800.0,34400.0,34400.0,32300.0,1585866.0,현대건설
1660,2016-05-20,34050.0,33000.0,34100.0,32950.0,591302.0,현대건설
1659,2016-05-23,33300.0,34200.0,34200.0,33050.0,546090.0,현대건설
1655,2016-05-24,32350.0,33150.0,33250.0,32300.0,691302.0,현대건설
1654,2016-05-25,33100.0,32850.0,33350.0,32750.0,539707.0,현대건설
1653,2016-05-26,33100.0,33350.0,33400.0,32600.0,290654.0,현대건설
1652,2016-05-27,33050.0,33300.0,33600.0,32800.0,389393.0,현대건설
1651,2016-05-30,33700.0,32950.0,33950.0,32950.0,538734.0,현대건설
1648,2016-05-31,34200.0,33700.0,34200.0,33100.0,996612.0,현대건설
1647,2016-06-01,33750.0,33800.0,34200.0,33600.0,406995.0,현대건설
1646,2016-06-02,33350.0,33800.0,33900.0,33050.0,402932.0,현대건설
1645,2016-06-03,33350.0,33200.0,33650.0,33200.0,419428.0,현대건설
1644,2016-06-07,34900.0,33200.0,35000.0,33150.0,621042.0,현대건설
1640,2016-06-08,34550.0,35000.0,35000.0,34350.0,335972.0,현대건설
1639,2016-06-09,34300.0,34650.0,35500.0,34250.0,763951.0,현대건설
1638,2016-06-10,34450.0,34600.0,34850.0,34250.0,315423.0,현대건설
1637,2016-06-13,33650.0,34000.0,34250.0,33500.0,439830.0,현대건설
1636,2016-06-14,33350.0,33450.0,33900.0,33200.0,290364.0,현대건설
1633,2016-06-15,33000.0,33200.0,33450.0,32650.0,319321.0,현대건설
1632,2016-06-16,32600.0,33000.0,33100.0,32400.0,424825.0,현대건설
1631,2016-06-17,32600.0,32750.0,33300.0,32150.0,408535.0,현대건설
1630,2016-06-20,33300.0,32900.0,33400.0,32850.0,295041.0,현대건설
1629,2016-06-21,32450.0,33250.0,33250.0,32450.0,482368.0,현대건설
1625,2016-06-22,34000.0,32550.0,34100.0,32550.0,815444.0,현대건설
1624,2016-06-23,34400.0,33700.0,34500.0,33450.0,612063.0,현대건설
1623,2016-06-24,32400.0,34850.0,35200.0,31550.0,1738021.0,현대건설
1622,2016-06-27,32050.0,31400.0,32250.0,31300.0,795682.0,현대건설
1621,2016-06-28,33000.0,31700.0,33400.0,31700.0,582399.0,현대건설
1618,2016-06-29,33200.0,33450.0,33450.0,32850.0,518209.0,현대건설
1617,2016-06-30,33350.0,33550.0,33750.0,33050.0,495947.0,현대건설
1616,2016-07-01,34050.0,33600.0,34250.0,33400.0,433369.0,현대건설
1615,2016-07-04,34450.0,33950.0,34750.0,33750.0,443547.0,현대건설
1614,2016-07-05,33850.0,34250.0,34300.0,33600.0,360527.0,현대건설
1610,2016-07-06,32850.0,33550.0,33750.0,32650.0,464099.0,현대건설
1609,2016-07-07,32850.0,33150.0,33450.0,32850.0,295162.0,현대건설
1608,2016-07-08,31900.0,32650.0,32650.0,31500.0,864271.0,현대건설
1607,2016-07-11,32250.0,32250.0,32450.0,32000.0,425282.0,현대건설
1606,2016-07-12,32500.0,32300.0,32750.0,32100.0,348490.0,현대건설
1603,2016-07-13,33050.0,33000.0,33600.0,32850.0,483700.0,현대건설
1602,2016-07-14,33500.0,33300.0,33950.0,33200.0,508535.0,현대건설
1601,2016-07-15,33950.0,33650.0,34100.0,33400.0,476602.0,현대건설
1600,2016-07-18,33850.0,33850.0,34150.0,33750.0,347223.0,현대건설
1599,2016-07-19,33450.0,34050.0,34100.0,33150.0,359006.0,현대건설
1595,2016-07-20,33050.0,33500.0,33550.0,32950.0,408315.0,현대건설
1594,2016-07-21,33050.0,33300.0,33450.0,32800.0,389316.0,현대건설
1593,2016-07-22,33850.0,32800.0,33950.0,32800.0,487801.0,현대건설
1592,2016-07-25,33800.0,34000.0,34150.0,33700.0,288297.0,현대건설
1591,2016-07-26,33500.0,33800.0,33850.0,33200.0,530535.0,현대건설
1588,2016-07-27,34950.0,33500.0,35350.0,33500.0,1467611.0,현대건설
1587,2016-07-28,36500.0,35150.0,36500.0,35100.0,1354961.0,현대건설
1586,2016-07-29,36800.0,36450.0,37000.0,36100.0,959403.0,현대건설
1585,2016-08-01,36650.0,36700.0,36850.0,36050.0,584076.0,현대건설
1584,2016-08-02,35750.0,36500.0,36500.0,35700.0,467473.0,현대건설
1580,2016-08-03,35300.0,35350.0,35950.0,35050.0,464083.0,현대건설
1579,2016-08-04,35600.0,35700.0,36050.0,35300.0,244520.0,현대건설
1578,2016-08-05,37100.0,35800.0,37150.0,35450.0,750357.0,현대건설
1577,2016-08-08,37250.0,37350.0,37600.0,36950.0,619436.0,현대건설
1576,2016-08-09,37300.0,37100.0,37550.0,37100.0,405507.0,현대건설
1573,2016-08-10,37300.0,37300.0,37800.0,37100.0,534083.0,현대건설
1572,2016-08-11,37650.0,37300.0,37850.0,37300.0,424468.0,현대건설
1571,2016-08-12,38200.0,37950.0,38450.0,37550.0,507054.0,현대건설
1570,2016-08-16,38000.0,38300.0,38750.0,37650.0,545786.0,현대건설
1569,2016-08-17,38100.0,37950.0,38550.0,37700.0,387417.0,현대건설
1565,2016-08-18,38200.0,38100.0,38250.0,37800.0,354157.0,현대건설
1564,2016-08-19,39550.0,38300.0,39650.0,38000.0,957195.0,현대건설
1563,2016-08-22,39250.0,39550.0,39550.0,38900.0,317341.0,현대건설
1562,2016-08-23,40050.0,39150.0,40200.0,39050.0,698025.0,현대건설
1561,2016-08-24,39450.0,39850.0,40050.0,39250.0,448819.0,현대건설
1558,2016-08-25,38900.0,39600.0,39600.0,38400.0,454682.0,현대건설
1557,2016-08-26,38850.0,38800.0,39350.0,38200.0,325680.0,현대건설
1556,2016-08-29,38400.0,38450.0,38750.0,37900.0,484032.0,현대건설
1555,2016-08-30,38450.0,38600.0,38950.0,38300.0,302145.0,현대건설
1554,2016-08-31,38550.0,38500.0,38700.0,38100.0,309389.0,현대건설
1550,2016-09-01,39950.0,38600.0,40000.0,38350.0,623497.0,현대건설
1549,2016-09-02,39050.0,39850.0,39850.0,38900.0,396876.0,현대건설
1548,2016-09-05,39600.0,39800.0,40100.0,39450.0,323682.0,현대건설
1547,2016-09-06,39600.0,39950.0,39950.0,39300.0,284242.0,현대건설
1546,2016-09-07,38750.0,39450.0,39600.0,38550.0,387234.0,현대건설
1543,2016-09-08,38550.0,38750.0,39250.0,38500.0,351925.0,현대건설
1542,2016-09-09,39000.0,38500.0,39150.0,38400.0,222042.0,현대건설
1541,2016-09-12,36900.0,38300.0,38500.0,36850.0,576657.0,현대건설
1540,2016-09-13,36450.0,37800.0,37800.0,36400.0,490963.0,현대건설
1539,2016-09-19,36800.0,36150.0,37150.0,36150.0,338598.0,현대건설
1535,2016-09-20,37050.0,36550.0,37150.0,36350.0,297891.0,현대건설
1534,2016-09-21,37000.0,36950.0,37300.0,36800.0,384932.0,현대건설
1533,2016-09-22,37800.0,37550.0,38100.0,37550.0,359740.0,현대건설
1532,2016-09-23,38350.0,38100.0,38500.0,37750.0,309800.0,현대건설
1531,2016-09-26,37850.0,38150.0,38200.0,37800.0,182371.0,현대건설
1528,2016-09-27,39000.0,37700.0,39150.0,37500.0,356657.0,현대건설
1527,2016-09-28,38800.0,39000.0,39500.0,38550.0,315289.0,현대건설
1526,2016-09-29,40000.0,39450.0,40450.0,39400.0,820062.0,현대건설
1525,2016-09-30,39250.0,39600.0,39900.0,39250.0,391344.0,현대건설
1524,2016-10-04,39000.0,39550.0,40150.0,39000.0,395102.0,현대건설
1520,2016-10-05,39300.0,38500.0,39300.0,38500.0,188354.0,현대건설
1519,2016-10-06,40200.0,39450.0,40350.0,38850.0,470534.0,현대건설
1518,2016-10-07,40500.0,40350.0,40950.0,40000.0,481531.0,현대건설
1517,2016-10-10,41150.0,40850.0,41300.0,40750.0,534156.0,현대건설
1516,2016-10-11,42900.0,41500.0,43100.0,41450.0,1079128.0,현대건설
1513,2016-10-12,42250.0,42850.0,43400.0,41800.0,779161.0,현대건설
1512,2016-10-13,41850.0,42300.0,42500.0,41300.0,366361.0,현대건설
1511,2016-10-14,42250.0,41850.0,42450.0,41750.0,318835.0,현대건설
1510,2016-10-17,41700.0,42600.0,42600.0,40950.0,377417.0,현대건설
1509,2016-10-18,42650.0,41700.0,42850.0,41450.0,366135.0,현대건설
1505,2016-10-19,42700.0,42650.0,43100.0,42150.0,338866.0,현대건설
1504,2016-10-20,42000.0,42900.0,43150.0,41950.0,291046.0,현대건설
1503,2016-10-21,42950.0,42000.0,43000.0,41550.0,278233.0,현대건설
1502,2016-10-24,43200.0,42950.0,43200.0,42550.0,338185.0,현대건설
1501,2016-10-25,44400.0,43300.0,44500.0,43050.0,758327.0,현대건설
1498,2016-10-26,42250.0,44100.0,44100.0,41750.0,756670.0,현대건설
1497,2016-10-27,42250.0,42500.0,42500.0,40850.0,598657.0,현대건설
1496,2016-10-28,41050.0,42200.0,42200.0,40750.0,565441.0,현대건설
1495,2016-10-31,41450.0,40500.0,41450.0,40300.0,340784.0,현대건설
1494,2016-11-01,40500.0,41100.0,41450.0,39650.0,498160.0,현대건설
1490,2016-11-02,40050.0,39700.0,40950.0,39700.0,402792.0,현대건설
1489,2016-11-03,41650.0,40000.0,41650.0,39950.0,530668.0,현대건설
1488,2016-11-04,40900.0,41600.0,41600.0,40500.0,335401.0,현대건설
1487,2016-11-07,41150.0,41650.0,41650.0,40500.0,221671.0,현대건설
1486,2016-11-08,42300.0,41550.0,42800.0,41350.0,429382.0,현대건설
1483,2016-11-09,40950.0,42450.0,43050.0,39950.0,667666.0,현대건설
1482,2016-11-10,43700.0,42000.0,44000.0,41900.0,833803.0,현대건설
1481,2016-11-11,44200.0,43800.0,44200.0,42650.0,694013.0,현대건설
1480,2016-11-14,43950.0,43700.0,44400.0,43150.0,472669.0,현대건설
1479,2016-11-15,44850.0,44300.0,45100.0,44000.0,684055.0,현대건설
1475,2016-11-16,44600.0,45300.0,45300.0,44050.0,427166.0,현대건설
1474,2016-11-17,44300.0,44200.0,44650.0,43600.0,255367.0,현대건설
1473,2016-11-18,43550.0,44550.0,44600.0,43300.0,309953.0,현대건설
1472,2016-11-21,43050.0,43150.0,43550.0,42500.0,427785.0,현대건설
1471,2016-11-22,43000.0,43400.0,43400.0,42050.0,306617.0,현대건설
1468,2016-11-23,44400.0,43150.0,44800.0,42750.0,511502.0,현대건설
1467,2016-11-24,42850.0,44300.0,44300.0,42850.0,324946.0,현대건설
1466,2016-11-25,41750.0,42500.0,42750.0,40650.0,762452.0,현대건설
1465,2016-11-28,41750.0,41800.0,42150.0,41050.0,300194.0,현대건설
1464,2016-11-29,41050.0,41350.0,41550.0,41050.0,346002.0,현대건설
1460,2016-11-30,39350.0,40950.0,40950.0,39350.0,752250.0,현대건설
1459,2016-12-01,41000.0,40050.0,41500.0,39950.0,885772.0,현대건설
1458,2016-12-02,41700.0,41000.0,41900.0,40500.0,329387.0,현대건설
1457,2016-12-05,40200.0,41700.0,41750.0,40200.0,375147.0,현대건설
1456,2016-12-06,40750.0,41100.0,41100.0,40700.0,259172.0,현대건설
1453,2016-12-07,41050.0,40950.0,41450.0,40600.0,213325.0,현대건설
1452,2016-12-08,41700.0,41600.0,41700.0,41000.0,296627.0,현대건설
1451,2016-12-09,40750.0,41650.0,41900.0,40750.0,296614.0,현대건설
1450,2016-12-12,43400.0,41350.0,43650.0,40950.0,605038.0,현대건설
1449,2016-12-13,44050.0,43450.0,44300.0,43400.0,544366.0,현대건설
1445,2016-12-14,42350.0,44000.0,44150.0,42350.0,471084.0,현대건설
1444,2016-12-15,43500.0,42000.0,43900.0,41850.0,458481.0,현대건설
1443,2016-12-16,43050.0,43100.0,43800.0,42700.0,265311.0,현대건설
1442,2016-12-19,42100.0,42950.0,42950.0,41700.0,213135.0,현대건설
1441,2016-12-20,42800.0,42100.0,42900.0,41900.0,270646.0,현대건설
1438,2016-12-21,43100.0,42900.0,43400.0,42450.0,315672.0,현대건설
1437,2016-12-22,43200.0,43000.0,43750.0,42650.0,272901.0,현대건설
1436,2016-12-23,43000.0,43700.0,43700.0,42400.0,240155.0,현대건설
1435,2016-12-26,43150.0,43300.0,43450.0,42700.0,264392.0,현대건설
1434,2016-12-27,43350.0,43000.0,43500.0,42500.0,329547.0,현대건설
1430,2016-12-28,43050.0,42800.0,43300.0,42600.0,184441.0,현대건설
1429,2016-12-29,42800.0,42500.0,43300.0,42150.0,237272.0,현대건설
1428,2017-01-02,42800.0,42900.0,43200.0,42250.0,217910.0,현대건설
1427,2017-01-03,42550.0,42800.0,43050.0,42350.0,329794.0,현대건설
1426,2017-01-04,43850.0,42650.0,43900.0,42550.0,543279.0,현대건설
1423,2017-01-05,43350.0,43500.0,44150.0,43150.0,227882.0,현대건설
1422,2017-01-06,42650.0,41700.0,43650.0,41050.0,742957.0,현대건설
1421,2017-01-09,40750.0,42500.0,42650.0,40700.0,853928.0,현대건설
1420,2017-01-10,41200.0,41000.0,41400.0,40750.0,321846.0,현대건설
1419,2017-01-11,42050.0,41050.0,42250.0,40950.0,374008.0,현대건설
1415,2017-01-12,41700.0,42150.0,42350.0,41100.0,272189.0,현대건설
1414,2017-01-13,41750.0,41900.0,42050.0,41150.0,266243.0,현대건설
1413,2017-01-16,41400.0,41800.0,42200.0,41200.0,223061.0,현대건설
1412,2017-01-17,41250.0,41800.0,41800.0,41050.0,221881.0,현대건설
1411,2017-01-18,41000.0,41150.0,41300.0,40750.0,244597.0,현대건설
1408,2017-01-19,40000.0,40950.0,41400.0,39900.0,475239.0,현대건설
1407,2017-01-20,39400.0,39750.0,39800.0,38600.0,652685.0,현대건설
1406,2017-01-23,39550.0,39200.0,40100.0,39100.0,276581.0,현대건설
1405,2017-01-24,39850.0,39300.0,40050.0,39250.0,236924.0,현대건설
1404,2017-01-25,39200.0,40200.0,40250.0,38900.0,303301.0,현대건설
1400,2017-01-26,40500.0,39100.0,41200.0,39100.0,525000.0,현대건설
1399,2017-01-31,41550.0,41000.0,41700.0,40750.0,370490.0,현대건설
1398,2017-02-01,44200.0,41900.0,44400.0,41650.0,970881.0,현대건설
1397,2017-02-02,44950.0,44400.0,45800.0,44350.0,923889.0,현대건설
1396,2017-02-03,45600.0,44900.0,45750.0,44500.0,659297.0,현대건설
1393,2017-02-06,45300.0,45600.0,45900.0,45150.0,367147.0,현대건설
1392,2017-02-07,45400.0,45200.0,45650.0,44700.0,378517.0,현대건설
1391,2017-02-08,44850.0,45150.0,45450.0,43850.0,408419.0,현대건설
1390,2017-02-09,46500.0,44550.0,46500.0,44550.0,670986.0,현대건설
1389,2017-02-10,46650.0,46700.0,46900.0,45800.0,333035.0,현대건설
1385,2017-02-13,46700.0,46750.0,46900.0,45950.0,228876.0,현대건설
1384,2017-02-14,46850.0,46700.0,46950.0,46150.0,214287.0,현대건설
1383,2017-02-15,45700.0,46950.0,47000.0,45700.0,268222.0,현대건설
1382,2017-02-16,46200.0,45750.0,46900.0,45750.0,191725.0,현대건설
1381,2017-02-17,46450.0,45950.0,47100.0,45900.0,295375.0,현대건설
1378,2017-02-20,45400.0,46150.0,46150.0,45050.0,281137.0,현대건설
1377,2017-02-21,46800.0,45250.0,46950.0,45250.0,349027.0,현대건설
1376,2017-02-22,47300.0,46800.0,47500.0,46450.0,362877.0,현대건설
1375,2017-02-23,47200.0,47500.0,47550.0,46550.0,270496.0,현대건설
1374,2017-02-24,46400.0,47200.0,47200.0,46350.0,256580.0,현대건설
1370,2017-02-27,46450.0,46600.0,46900.0,46150.0,272739.0,현대건설
1369,2017-02-28,47800.0,46750.0,48000.0,46500.0,635028.0,현대건설
1368,2017-03-02,48000.0,48050.0,48500.0,47800.0,542563.0,현대건설
1367,2017-03-03,47750.0,47800.0,48300.0,47300.0,331641.0,현대건설
1366,2017-03-06,48600.0,47800.0,48650.0,47150.0,422618.0,현대건설
1363,2017-03-07,48800.0,48750.0,49400.0,48650.0,385964.0,현대건설
1362,2017-03-08,48750.0,48850.0,49300.0,48550.0,340142.0,현대건설
1361,2017-03-09,47500.0,48500.0,48500.0,47200.0,554358.0,현대건설
1360,2017-03-10,47650.0,47100.0,47850.0,47050.0,286778.0,현대건설
1359,2017-03-13,48350.0,47900.0,48650.0,47550.0,425032.0,현대건설
1355,2017-03-14,48150.0,48900.0,49400.0,48150.0,323510.0,현대건설
1354,2017-03-15,48550.0,48450.0,48900.0,48000.0,320367.0,현대건설
1353,2017-03-16,49850.0,49000.0,49900.0,48350.0,417604.0,현대건설
1352,2017-03-17,49900.0,49900.0,49900.0,49250.0,298312.0,현대건설
1351,2017-03-20,50000.0,49900.0,50600.0,49750.0,302764.0,현대건설
1348,2017-03-21,50600.0,50500.0,50700.0,49300.0,453732.0,현대건설
1347,2017-03-22,48800.0,50300.0,50900.0,48550.0,551690.0,현대건설
1346,2017-03-23,51300.0,49000.0,51500.0,49000.0,623680.0,현대건설
1345,2017-03-24,51100.0,51400.0,51600.0,50500.0,202685.0,현대건설
1344,2017-03-27,49850.0,50800.0,51300.0,49450.0,330783.0,현대건설
1340,2017-03-28,51100.0,50200.0,51100.0,49500.0,341936.0,현대건설
1339,2017-03-29,50800.0,51200.0,51200.0,50100.0,356653.0,현대건설
1338,2017-03-30,49650.0,50900.0,50900.0,49350.0,301604.0,현대건설
